id,starting_latitude,starting_longitude,city,state,country,user_id,tour_id,point_id,created_at,updated_at,point_visit_activity_id,language,visit_start_time,visited_country_id
4276,55.94684486,-3.197568655,City of Edinburgh,Scotland,United Kingdom,14,2391.0,8601.0,3/15/2019 14:12,3/15/2019 14:12,4276,3,3/15/2019 14:12,75.0
5707,56.18521546,-4.049963951,Stirling,Scotland,United Kingdom,5932,3612.0,12037.0,2/18/2020 11:38,2/18/2020 11:38,5707,3,2/18/2020 11:38,75.0
6068,55.95055098,-3.184648275,City of Edinburgh,Scotland,United Kingdom,6485,3612.0,12008.0,7/26/2020 15:24,7/26/2020 15:24,6068,3,7/26/2020 15:24,75.0
7468,55.57608548,-5.139498711,Brodick,Scotland,United Kingdom,14,4347.0,15486.0,8/4/2021 13:51,8/4/2021 13:51,7468,3,8/4/2021 13:51,75.0
7727,55.95055098,-3.184648275,City of Edinburgh,Scotland,United Kingdom,8008,3612.0,12008.0,8/29/2021 12:08,8/29/2021 12:08,7727,3,8/29/2021 12:08,75.0
7892,55.93920226,-3.07990551,Musselburgh,Scotland,United Kingdom,8058,3612.0,12012.0,23:28.0,23:28.0,7892,3,23:28.0,75.0
8187,55.64078951,-5.138254166,Corrie,Scotland,United Kingdom,8230,4347.0,15489.0,46:55.3,46:55.3,8187,3,46:55.3,75.0
8188,55.57608548,-5.139498711,Brodick,Scotland,United Kingdom,8230,4347.0,15486.0,45:00.5,45:00.5,8188,3,45:00.5,75.0
10071,52.937989128541794,-1.187345936,Nottingham,England,United Kingdom,9048,4347.0,15486.0,28:44.1,28:44.1,10125,3,5/4/2022 15:28,75.0
10072,52.9397603,-1.188434917,Nottingham,England,United Kingdom,9048,4347.0,15486.0,46:30.3,46:30.3,10126,3,5/4/2022 15:46,75.0
10073,52.94106550010397,-1.190687979,Nottingham,England,United Kingdom,9048,4347.0,15486.0,00:41.6,00:41.6,10127,3,5/4/2022 16:00,75.0
10074,52.94125912648925,-1.191049069,Nottingham,England,United Kingdom,9048,4347.0,15486.0,03:25.4,03:25.4,10128,3,5/4/2022 16:03,75.0
10075,52.94028713944315,-1.19226684,Nottingham,England,United Kingdom,9048,4347.0,15486.0,05:44.7,05:44.7,10129,3,5/4/2022 16:05,75.0
11569,1.2903422,103.7739844,UNKNOWN,Unknown,Singapore,11510,4347.0,15486.0,00:31.6,00:36.7,11867,3,8/8/2022 10:00,196.0
11570,1.3010497,103.765988,Singapore,Unknown,Singapore,11510,4347.0,15486.0,03:51.7,04:03.4,11868,3,8/8/2022 10:03,196.0
11901,27.3002149,83.3316034,Kolhui,Uttar Pradesh,India,9494,6107.0,21073.0,38:28.5,38:30.6,12199,3,9/5/2022 2:38,103.0
12028,27.29608303397976,83.32845437,Kolhui,Uttar Pradesh,India,9494,6107.0,21073.0,34:38.1,34:38.1,12326,3,9/12/2022 3:34,103.0
12247,27.296122916424828,83.32834061464204,Kolhui,Uttar Pradesh,India,8190,6108.0,21082.0,32:37.9,32:37.9,12545,3,9/23/2022 4:32,103.0
12248,27.2960913,83.3283845,Kolhui,Uttar Pradesh,India,9494,6107.0,21073.0,46:26.4,46:26.4,12546,3,9/23/2022 4:46,103.0
12316,55.64076734743449,-5.138309391,Corrie,Scotland,United Kingdom,12518,4347.0,15489.0,53:39.7,53:39.7,12615,3,9/26/2022 11:53,75.0
13500,56.1857827,-4.050458,Stirling,Scotland,United Kingdom,15005,3612.0,12037.0,02:54.3,02:54.3,13906,3,3/29/2023 12:02,75.0
13540,55.9505404,-3.1847232,City of Edinburgh,Scotland,United Kingdom,15133,3612.0,12008.0,38:25.9,38:27.6,14290,3,4/5/2023 17:38,75.0
13658,55.9974931,-3.4674226,Abercorn,Scotland,United Kingdom,9739,5823.0,20201.0,48:24.0,51:02.3,14481,3,4/15/2023 8:48,75.0
13659,55.998848,-3.4720143,Abercorn,Scotland,United Kingdom,9739,5823.0,20203.0,05:46.6,07:03.3,14482,3,4/15/2023 9:05,75.0
13660,55.9978651,-3.4739254,Abercorn,Scotland,United Kingdom,9739,5823.0,20204.0,09:26.4,12:31.4,14483,3,4/15/2023 9:09,75.0
13661,55.9972964,-3.473807,Abercorn,Scotland,United Kingdom,9739,5823.0,20205.0,12:34.4,12:42.6,14484,3,4/15/2023 9:12,75.0
13662,55.9953477,-3.4677436,Abercorn,Scotland,United Kingdom,9739,5823.0,20206.0,23:49.1,26:01.5,14485,3,4/15/2023 9:23,75.0
13663,55.993492,-3.466981,Abercorn,Scotland,United Kingdom,9739,5823.0,20207.0,29:12.8,30:33.0,14486,3,4/15/2023 9:29,75.0
13664,55.9926823,-3.4657582,Abercorn,Scotland,United Kingdom,9739,5823.0,20208.0,31:44.5,33:18.0,14487,3,4/15/2023 9:31,75.0
13665,55.9944648,-3.463043,Abercorn,Scotland,United Kingdom,9739,5823.0,20210.0,42:25.7,42:25.7,14488,3,4/15/2023 9:42,75.0
13666,55.994451,-3.4628503,Abercorn,Scotland,United Kingdom,9739,5823.0,20210.0,44:24.8,10:03.2,14489,3,4/15/2023 9:44,75.0
13726,55.6517623,-3.1892784,Peebles,Scotland,United Kingdom,15445,5863.0,20369.0,42:37.4,42:37.4,14549,3,4/21/2023 9:42,75.0
13727,55.6517623,-3.1892784,Peebles,Scotland,United Kingdom,15445,5863.0,20369.0,46:26.1,46:26.1,14550,3,4/21/2023 9:46,75.0
13835,55.37983114,-3.932633226,Sanquhar,Scotland,United Kingdom,15399,5874.0,20473.0,48:24.3,48:24.3,14658,3,4/26/2023 8:48,75.0
13836,55.37983114,-3.932633226,Sanquhar,Scotland,United Kingdom,15399,5874.0,20474.0,48:24.8,48:24.8,14659,3,4/26/2023 8:48,75.0
13837,55.37983114,-3.932633226,Sanquhar,Scotland,United Kingdom,15399,5874.0,20471.0,48:25.3,48:25.3,14660,3,4/26/2023 8:48,75.0
13901,55.37980610975598,-3.932801792,Sanquhar,Scotland,United Kingdom,15406,5874.0,20474.0,27:55.3,27:55.3,14724,3,4/27/2023 9:27,75.0
13902,55.37980610975598,-3.932801792,Sanquhar,Scotland,United Kingdom,15406,5874.0,20473.0,27:55.8,27:55.8,14725,3,4/27/2023 9:27,75.0
13903,55.37980610975598,-3.932801792,Sanquhar,Scotland,United Kingdom,15406,5874.0,20471.0,27:56.3,34:56.1,14726,3,4/27/2023 9:27,75.0
13938,55.37983101855527,-3.932637039,Sanquhar,Scotland,United Kingdom,15399,5874.0,20467.0,57:54.2,57:54.2,14761,3,4/28/2023 11:57,75.0
14064,55.62456397,-3.056360112,Innerleithen,Scotland,United Kingdom,15437,5863.0,20383.0,13:35.8,13:35.8,14904,3,5/1/2023 18:13,75.0
14240,55.65181980527977,-3.189600598,Peebles,Scotland,United Kingdom,15266,5863.0,20369.0,12:42.0,12:42.0,15080,3,5/3/2023 14:12,75.0
14686,56.45911746874006,-2.966603155,Dundee,Scotland,United Kingdom,16204,5850.0,20304.0,38:07.7,06:39.7,15529,3,6/2/2023 9:38,75.0
